AL, 09, 2024092218, 01, CARQ, -24, 136N,  828W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 09, 2024092218, 01, CARQ, -18, 140N,  829W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 09, 2024092218, 01, CARQ, -12, 145N,  830W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 349,   5,     INVEST,  , 
AL, 09, 2024092218, 01, CARQ,  -6, 150N,  831W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 09, 2024092218, 01, CARQ,   0, 153N,  832W,  20, 1007, DB,  34, NEQ,    0,    0,    0,    0, 1009,  180, 120,   0,   0,   L,   0,   X, 345,   4,     INVEST, S, 
AL, 09, 2024092218, 01, CARQ,   0, 153N,  832W,  20, 1007, DB,  50, NEQ,    0,    0,    0,    0, 1009,  180, 120,   0,   0,   L,   0,   X, 345,   4,     INVEST, S, 
AL, 09, 2024092218, 01, CARQ,   0, 153N,  832W,  20, 1007, DB,  64, NEQ,    0,    0,    0,    0, 1009,  180, 120,   0,   0,   L,   0,   X, 345,   4,     INVEST, S, 
AL, 09, 2024092218, 03, AC00,   0, 153N,  835W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,   6, 156N,  824W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,  12, 162N,  819W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,  18, 170N,  820W,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,  24, 182N,  821W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,  30, 184N,  828W,  29, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,  36, 186N,  834W,  35, 1001, XX,  34, NEQ,  128,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,  42, 196N,  840W,  33, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,  48, 205N,  852W,  33,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00,  54, 206N,  857W,  36,  994, XX,  34, NEQ,  136,    0,   59,    0, 
AL, 09, 2024092218, 03, AC00,  60, 215N,  861W,  41,  991, XX,  34, NEQ,  145,  148,   68,   93, 
AL, 09, 2024092218, 03, AC00,  66, 228N,  865W,  44,  986, XX,  34, NEQ,  178,  160,  111,  100, 
AL, 09, 2024092218, 03, AC00,  72, 238N,  863W,  56,  982, XX,  34, NEQ,  196,  225,  114,  140, 
AL, 09, 2024092218, 03, AC00,  72, 238N,  863W,  56,  982, XX,  50, NEQ,   85,   75,    0,    0, 
AL, 09, 2024092218, 03, AC00,  78, 253N,  862W,  60,  973, XX,  34, NEQ,  218,  217,  102,  106, 
AL, 09, 2024092218, 03, AC00,  78, 253N,  862W,  60,  973, XX,  50, NEQ,  101,   96,   59,   53, 
AL, 09, 2024092218, 03, AC00,  84, 270N,  856W,  69,  966, XX,  34, NEQ,  176,  253,  156,  176, 
AL, 09, 2024092218, 03, AC00,  84, 270N,  856W,  69,  966, XX,  50, NEQ,  119,  118,   66,   53, 
AL, 09, 2024092218, 03, AC00,  84, 270N,  856W,  69,  966, XX,  64, NEQ,   68,   67,    0,    0, 
AL, 09, 2024092218, 03, AC00,  90, 291N,  851W,  73,  964, XX,  34, NEQ,   92,  255,  145,  115, 
AL, 09, 2024092218, 03, AC00,  90, 291N,  851W,  73,  964, XX,  50, NEQ,   66,  129,   71,   56, 
AL, 09, 2024092218, 03, AC00,  90, 291N,  851W,  73,  964, XX,  64, NEQ,   65,   72,   61,    0, 
AL, 09, 2024092218, 03, AC00,  96, 315N,  852W,  46,  970, XX,  34, NEQ,   91,  212,   99,   47, 
AL, 09, 2024092218, 03, AC00, 102, 339N,  854W,  33,  979, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 108, 359N,  862W,  28,  988, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 114, 377N,  875W,  26,  992, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 120, 383N,  899W,  25,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 126, 382N,  925W,  23,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 132, 370N,  940W,  20, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 138, 361N,  928W,  14, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 144, 365N,  919W,  14, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 150, 381N,  920W,  13, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 156, 381N,  927W,  10, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 162, 381N,  924W,  10, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 168, 385N,  921W,  11, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 174, 396N,  920W,  11, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 180, 402N,  912W,  11, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 186, 405N,  898W,  11, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AC00, 192, 414N,  893W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AEMN,   0, 151N,  831W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AEMN,   6, 157N,  827W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AEMN,  12, 161N,  825W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AEMN,  18, 168N,  825W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AEMN,  24, 176N,  824W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AEMN,  30, 183N,  828W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AEMN,  36, 188N,  836W,  33, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2024092218, 03, AEMN,  42, 194N,  846W,  32, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
